Year,Distance,Owner,Fuel,Location,Drive,Type,Price,Brand,Model
2021,45479,1,CNG,DL-8C,Manual,Hatchback,512000,Maruti,S Presso
2017,88979,1,Petrol,GJ-07,Manual,Hatchback,282000,Renault,Kwid
2016,41285,1,Petrol,DL-2C,Manual,Hatchback,420000,Hyundai,Grand I10
2022,1675,1,Petrol,GJ-27,Manual,SUV,659000,Renault,Triber
2014,99368,2,CNG,MH-04,Manual,Hatchback,382000,Maruti,Wagon R 1.0
2012,43806,1,CNG,HR-51,Manual,Sedan,553000,Maruti,Swift Dzire
2019,22281,1,Petrol,PB-39,Manual,Hatchback,471000,Hyundai,New Santro
2018,63411,2,Petrol,TN-22,Manual,Sedan,697000,Maruti,Ciaz
2020,36518,1,CNG,DL-2C,Manual,Hatchback,565000,Maruti,New Wagon-R
2014,47609,1,Petrol,KA-01,Manual,Sedan,614000,Hyundai,Verna
2020,19163,1,Petrol,PB-65,Automatic,Sedan,1145000,Honda,City
2017,26207,1,Petrol,DL-8C,Manual,Hatchback,531000,Maruti,Ignis
2021,28035,1,Petrol,MH-14,Manual,SUV,1129000,Renault,Duster
2017,59266,1,Diesel,HR-29,Manual,SUV,764000,Honda,Wr-V
2019,12234,1,Petrol,KA-53,Manual,SUV,988000,Hyundai,Venue
2020,55601,1,Petrol,DL-10,Automatic,Sedan,891750,Skoda,Rapid
2012,43690,1,Petrol,DL-3C,Manual,Hatchback,322000,Hyundai,I20
2013,63686,1,CNG,DL-9C,Manual,Hatchback,243000,Hyundai,Santro Xing
2018,79277,2,Petrol,DL-6C,Manual,Sedan,563000,Maruti,Dzire
2020,27653,1,Petrol,TS-09,Automatic,SUV,1067000,Maruti,S Cross
2016,47118,1,Petrol,UP-78,Manual,Hatchback,402000,Hyundai,Grand I10
2013,50688,2,Petrol,MH-04,Manual,Sedan,625000,Maruti,Swift Dzire
2017,12190,1,Petrol,MH-01,Manual,Hatchback,422000,Maruti,Celerio
2016,43028,2,Petrol,GJ-27,Manual,Sedan,715000,Honda,City
2013,47036,3,Petrol,HR-26,Automatic,Sedan,561000,Hyundai,Verna
2015,45513,1,Petrol,KA-51,Manual,Hatchback,554000,Maruti,Swift
2015,30073,1,Petrol,WB-24,Manual,Hatchback,221000,Maruti,Alto 800
2013,91405,1,Petrol,AP-28,Manual,Hatchback,324000,Maruti,Wagon R 1.0
2019,43774,1,Petrol,GJ-23,Manual,Sedan,604000,Honda,Amaze
2020,32667,1,Petrol,MH-03,Manual,Hatchback,662000,Hyundai,Elite I20
2021,15218,1,Petrol,PB-08,Manual,Hatchback,680000,Maruti,Swift
2019,76947,1,Petrol,TS-10,Automatic,Hatchback,726000,Hyundai,Grand I10 Nios
2017,80281,1,Petrol,TN-10,Manual,Sedan,668000,Maruti,Dzire
2016,84135,2,Petrol,MP-04,Manual,Hatchback,513000,Hyundai,Elite I20
2019,56376,1,Petrol,KA-51,Manual,Sedan,593000,Hyundai,Verna
2022,38158,1,CNG,MH-12,Manual,Hatchback,803000,Tata,Tiago
2019,89381,1,CNG,DL-3C,Manual,Hatchback,547000,Hyundai,Grand I10
2020,15440,2,Petrol,WB-20,Automatic,Hatchback,497000,Maruti,New Wagon-R
2022,23867,1,Petrol,UP-25,Manual,Hatchback,389000,Maruti,Alto
2016,54056,1,Petrol,TN-38,Manual,Sedan,718000,Honda,City
2016,113371,1,Diesel,TS-08,Manual,SUV,848000,Hyundai,Creta
2017,30866,1,Petrol,MH-43,Manual,Hatchback,564000,Maruti,Swift
2016,61415,2,Petrol,KA-52,Manual,Hatchback,445000,Tata,Tiago
2017,23885,1,Petrol,TN-68,Manual,Hatchback,441000,Maruti,Wagon R 1.0
2017,44270,2,Petrol,KA-51,Automatic,Sedan,674000,Maruti,Dzire
2018,61530,3,Petrol,MH-02,Manual,Sedan,331000,Honda,Amaze
2015,24509,1,Petrol,UP-14,Manual,Hatchback,251000,Maruti,Alto 800
2016,17666,2,Petrol,WB-24,Manual,Hatchback,559000,Hyundai,Elite I20
2017,36540,1,Petrol,WB-26,Manual,Hatchback,447000,Maruti,Baleno
2018,37811,1,Petrol,TS-09,Manual,Hatchback,317000,Maruti,Alto 800
2021,12305,1,Petrol,MH-05,Automatic,Hatchback,673000,Tata,Tiago
2018,11406,1,Petrol,MH-12,Manual,Sedan,766000,Honda,City
2017,60988,1,Diesel,KA-41,Manual,Sedan,893000,Maruti,Dzire
2014,87970,2,CNG,MH-46,Manual,Hatchback,349000,Maruti,Celerio
2019,10319,1,Petrol,DL-7C,Manual,SUV,1035000,Honda,Br-V
2020,20357,1,Petrol,CH-01,Manual,SUV,1158000,Kia,Seltos
2017,28696,1,Petrol,MH-05,Manual,Hatchback,543000,Hyundai,Elite I20
2016,60223,2,Petrol,KA-03,Automatic,Hatchback,623000,Honda,Jazz
2013,59812,2,Petrol,KL-43,Manual,Hatchback,198000,Maruti,Alto 800
2020,75591,1,CNG,KA-17,Manual,Hatchback,430000,Maruti,Alto
2013,32679,2,Petrol,DL-3C,Manual,Hatchback,355000,Hyundai,I20
2015,36627,1,Petrol,HR-03,Manual,Hatchback,302000,Maruti,Alto K10
2020,31599,1,Petrol,GJ-03,Manual,Hatchback,488000,Maruti,Celerio
2018,80010,2,Petrol,PB-70,Manual,Sedan,678000,Maruti,Ciaz
2017,42802,1,Petrol,GJ-06,Automatic,Lux Sedan,962000,Hyundai,New Elantra
2014,43342,2,Diesel,HR-77,Manual,Hatchback,389000,Maruti,Swift
2017,116263,3,Diesel,GJ-38,Manual,Hatchback,611000,Hyundai,Elite I20
2019,30505,1,Petrol,TN-14,Automatic,Hatchback,771000,Honda,Jazz
2016,74335,2,Petrol,GJ-01,Manual,Hatchback,429000,Hyundai,Grand I10
2018,122864,2,Diesel,KA-02,Manual,Sedan,803000,Maruti,Ciaz
2020,73545,1,Petrol,TS-15,Manual,Hatchback,573000,Volkswagen,Polo
2018,89919,1,Petrol,KA-04,Manual,Hatchback,333000,Maruti,Alto K10
2018,77767,2,Petrol,TN-10,Manual,SUV,646800,Honda,Wr-V
2022,13934,1,CNG,MH-14,Manual,Hatchback,712500,Tata,Tiago
2020,19126,1,CNG,MH-46,Manual,Hatchback,496000,Maruti,S Presso
2018,21047,1,Petrol,DL-3C,Manual,Hatchback,304000,Maruti,Alto 800
2017,86000,2,CNG,MH-01,Manual,Hatchback,484000,Maruti,Celerio
2020,46416,1,Petrol,KL-29,Manual,Hatchback,437000,Renault,Kwid
2018,32594,2,Petrol,HR-87,Manual,Hatchback,379000,Maruti,Wagon R 1.0
2014,38709,1,Petrol,MH-14,Manual,Hatchback,413000,Hyundai,Grand I10
2018,106711,2,Petrol,Unknown,Automatic,Hatchback,596000,Maruti,Baleno
2020,59897,1,Petrol,KA-05,Manual,Sedan,572000,Hyundai,Aura
2016,85849,2,Diesel,KA-53,Automatic,SUV,763000,Renault,Duster
2018,18047,1,Petrol,GJ-01,Manual,Hatchback,306000,Maruti,Alto 800
2020,46710,1,Petrol,MH-14,Automatic,Hatchback,531000,Renault,Kwid
2016,70732,1,Petrol,KA-50,Automatic,Hatchback,427000,Maruti,Wagon R 1.0
2019,40767,1,CNG,UP-14,Manual,Hatchback,545000,Maruti,New Wagon-R
2011,82830,2,Petrol,KA-05,Manual,Hatchback,344000,Maruti,Swift
2021,21868,2,Petrol,RJ-45,Manual,Hatchback,630300,Maruti,Baleno
2013,74743,2,Petrol,AP-28,Manual,Hatchback,397000,Hyundai,I20
2016,38491,1,Petrol,UP-16,Manual,Sedan,400000,Honda,City
2019,93813,1,Diesel,MH-47,Automatic,Sedan,574000,Maruti,Dzire
2018,26983,1,Petrol,HR-26,Manual,Sedan,673000,Maruti,Dzire
2019,32679,2,Petrol,TN-07,Manual,Hatchback,635000,Maruti,Swift
2015,42303,2,Petrol,TN-14,Manual,Hatchback,471000,Maruti,Swift
2019,40434,1,Petrol,PB-07,Manual,Hatchback,573000,Hyundai,Grand I10
2018,69523,1,Petrol,TS-07,Manual,Hatchback,422000,Maruti,Wagon R 1.0
2021,9862,2,Petrol,RJ-18,Manual,Hatchback,815000,Renault,Kiger
2017,60956,1,Petrol,MH-01,Automatic,SUV,954000,Hyundai,Creta
2021,15992,1,Petrol,TS-08,Manual,Sedan,945000,Honda,City
2020,29648,2,Petrol,UP-16,Manual,SUV,939000,Maruti,S Cross
2019,43237,1,Petrol,UP-32,Manual,Hatchback,682000,Maruti,Baleno
2014,62639,2,Diesel,TN-07,Manual,Hatchback,429000,Hyundai,Grand I10
2021,33652,1,CNG,DL-9C,Manual,Hatchback,575000,Maruti,New Wagon-R
2018,44165,2,Petrol,DL-4C,Manual,Hatchback,573000,Hyundai,Elite I20
2015,94033,2,Diesel,KA-19,Automatic,Sedan,613000,Hyundai,Verna
2011,83320,2,Diesel,KA-03,Manual,Sedan,396000,Maruti,Swift Dzire
2020,42154,1,Petrol,GJ-05,Manual,Hatchback,508000,Maruti,New Wagon-R
2015,44220,2,Petrol,GJ-01,Automatic,Sedan,564000,Maruti,Ciaz
2019,63515,1,CNG,RJ-05,Manual,Hatchback,357000,Maruti,Alto
2014,23518,2,Petrol,MH-02,Manual,Hatchback,239000,Hyundai,Eon
2012,54288,1,Petrol,HR-51,Manual,Hatchback,229000,Honda,Brio
2013,95885,1,Petrol,MH-12,Manual,Hatchback,392000,Hyundai,I20
2017,10991,1,Petrol,MH-05,Manual,Hatchback,530000,Maruti,Swift
2017,55427,1,Petrol,DL-10,Manual,Sedan,526000,Honda,Amaze
2018,47009,1,Petrol,TN-09,Manual,Hatchback,485000,Nissan,Micra Active
2015,114678,1,Petrol,Unknown,Manual,Sedan,617000,Hyundai,Xcent
2017,75047,1,Petrol,DL-1C,Manual,Hatchback,337000,Maruti,Wagon R 1.0
2011,87568,1,Petrol,KL-54,Manual,Hatchback,218000,Hyundai,I10
2021,63357,1,Diesel,UP-42,Manual,SUV,874000,Ford,Ecosport
2017,81120,1,Diesel,KA-01,Manual,Lux SUV,1077000,Mahindra,Xuv500
2021,44321,1,CNG,UP-32,Manual,Sedan,814000,Toyota,Yaris
2019,26769,1,Diesel,UP-32,Automatic,SUV,833000,Maruti,Vitara Brezza
2020,46607,1,Petrol,RJ-45,Manual,Hatchback,380000,Maruti,Alto
2020,19475,2,Petrol,HR-26,Automatic,SUV,942000,Maruti,S Cross
2015,56150,1,Petrol,KA-05,Automatic,Hatchback,451000,Maruti,Celerio
2019,54034,1,Petrol,GJ-01,Manual,Sedan,600000,Honda,Amaze
2017,14241,1,Petrol,DL-10,Manual,SUV,699000,Ford,Ecosport
2019,53976,1,Petrol,TS-10,Manual,Hatchback,352000,Maruti,Alto
2015,88047,1,Petrol,HR-14,Manual,Hatchback,253000,Maruti,Alto 800
2019,55317,1,Petrol,TN-11,Manual,Hatchback,459000,Renault,Kwid
2017,47556,1,Petrol,DL-10,Manual,SUV,792000,Hyundai,Creta
2018,51848,2,Diesel,HR-51,Manual,Lux Sedan,1102000,Toyota,Corolla Altis
2016,90494,1,Diesel,TN-14,Manual,SUV,416000,Mahindra,Kuv100
2011,73738,2,Petrol,DL-3C,Manual,Hatchback,240000,Maruti,Swift
2014,58833,2,Petrol,KA-51,Manual,Sedan,490000,Maruti,Swift Dzire
2018,44946,1,Petrol,GJ-16,Manual,Hatchback,579000,Hyundai,Elite I20
2022,13642,1,Petrol,UP-78,Manual,Hatchback,642000,Maruti,New Wagon-R
2019,30385,1,Petrol,HR-51,Manual,Hatchback,355000,Renault,Kwid
2021,30198,1,Diesel,TS-15,Manual,SUV,1828000,Tata,Safari
2019,83004,1,Petrol,TN-23,Automatic,SUV,1416000,Kia,Seltos
2017,80830,1,Petrol,KA-03,Manual,Hatchback,698000,Maruti,Baleno
2021,22244,1,Petrol,WB-08,Manual,Hatchback,481000,Maruti,Ignis
2013,96763,1,Petrol,MH-02,Manual,Hatchback,229000,Hyundai,Eon
2018,52716,2,Petrol,TS-08,Manual,Hatchback,651000,Maruti,Baleno
2012,118173,2,Diesel,AP-28,Manual,Hatchback,313000,Maruti,Ritz
2017,17815,1,Petrol,DL-9C,Manual,Hatchback,447000,Hyundai,Grand I10
2014,106479,1,Petrol,Unknown,Manual,Hatchback,416000,Hyundai,Elite I20
2011,26218,1,Petrol,HR-26,Automatic,Sedan,802000,Volkswagen,Vento
2017,48405,1,Petrol,UP-72,Manual,Hatchback,407000,Maruti,Ignis
2018,19450,1,Petrol,GJ-05,Manual,Hatchback,311000,Hyundai,Eon
2016,50500,2,Petrol,TN-02,Manual,Sedan,575000,Volkswagen,Vento
2020,21847,1,Petrol,UP-78,Manual,SUV,964000,Kia,Seltos
2019,45978,2,Diesel,TS-16,Manual,SUV,755000,Honda,Wr-V
2021,10218,1,Petrol,KA-17,Manual,Hatchback,512000,Maruti,S Presso
2017,40959,1,Petrol,KA-05,Manual,SUV,790000,Honda,Wr-V
2019,5337,1,Petrol,KA-53,Manual,SUV,563000,Mahindra,Kuv 100 Nxt
2021,40380,1,CNG,HR-26,Automatic,Hatchback,812000,Maruti,Baleno
2017,59293,1,Petrol,HR-26,Automatic,Hatchback,577000,Maruti,Ignis
2021,13324,1,Petrol,TN-58,Manual,Sedan,705000,Maruti,Dzire
2016,115440,1,Diesel,GJ-27,Manual,Hatchback,603000,Hyundai,Elite I20
2012,79482,1,Petrol,KA-09,Manual,Sedan,507000,Hyundai,Verna
2014,45852,2,Petrol,TS-12,Manual,Hatchback,337000,Maruti,Wagon R 1.0
2019,45441,2,Petrol,MH-14,Manual,Sedan,527000,Volkswagen,Ameo
2013,99427,2,Petrol,KA-03,Manual,Hatchback,227000,Maruti,Alto 800
2018,7516,1,Petrol,WB-02,Manual,Hatchback,431000,Maruti,Celerio
2020,60810,1,CNG,HR-87,Manual,Hatchback,627000,Maruti,Baleno
2012,44164,1,Petrol,MH-12,Automatic,Sedan,464000,Honda,City
2018,70211,1,Petrol,MH-12,Manual,Sedan,600000,Maruti,Ciaz
2015,78709,1,Petrol,DL-9C,Manual,Hatchback,393000,Maruti,Swift
2020,30761,1,Petrol,DL-10,Manual,Sedan,897000,Skoda,Rapid
2011,26757,1,CNG,PB-27,Manual,Sedan,735000,Honda,City
2014,77469,1,Petrol,TN-14,Automatic,Hatchback,408000,Honda,Brio
2015,53282,2,Diesel,MH-14,Automatic,Sedan,836000,Maruti,Swift Dzire
2019,30460,1,Petrol,CH-01,Manual,Sedan,720000,Toyota,Yaris
2021,19503,2,Petrol,HR-26,Manual,Hatchback,746000,Maruti,Baleno
2022,44809,1,Petrol,UP-32,Manual,SUV,1156000,Maruti,Xl6
2012,91703,1,Petrol,AP-28,Manual,Hatchback,460000,Hyundai,I20
2014,76517,2,Diesel,MH-03,Manual,SUV,495000,Ford,Ecosport
2014,49093,1,Petrol,PB-10,Manual,Hatchback,308650,Maruti,Wagon R 1.0
2019,20818,1,Petrol,RJ-18,Manual,Hatchback,613000,Maruti,Baleno
2020,94998,1,Diesel,KA-05,Automatic,SUV,1462000,Kia,Seltos
2017,53047,2,Petrol,HR-26,Manual,Lux SUV,1154000,Hyundai,Tucson New
2013,62088,2,Petrol,TN-07,Manual,Sedan,586000,Maruti,Swift Dzire
2011,72523,1,Petrol,HR-26,Manual,Hatchback,209000,Hyundai,I20
2022,21284,1,Petrol,MH-03,Automatic,Sedan,910000,Maruti,Ciaz
2015,41544,2,Petrol,WB-08,Manual,Sedan,326000,Hyundai,Xcent
2014,34551,2,Petrol,DL-1C,Manual,Hatchback,375000,Maruti,Swift
2017,32328,1,Petrol,TN-02,Manual,Hatchback,322000,Maruti,Alto 800
2019,67271,1,Diesel,KA-05,Manual,SUV,831000,Tata,Nexon
2017,67286,1,Petrol,HR-51,Manual,Hatchback,506000,Maruti,Baleno
2016,62072,2,Diesel,MH-05,Manual,Sedan,505000,Honda,Amaze
2016,61981,2,Petrol,MH-12,Automatic,Hatchback,426000,Maruti,Wagon R 1.0
2018,30303,1,Petrol,KA-03,Manual,Sedan,557000,Maruti,Dzire
2020,98983,1,Petrol,TS-11,Automatic,Sedan,825000,Hyundai,Aura
2016,95696,1,Petrol,DL-10,Manual,SUV,733000,Hyundai,Creta
2018,28266,1,Petrol,TS-13,Manual,Hatchback,521000,Hyundai,Grand I10
2018,43424,2,Diesel,GJ-27,Manual,Sedan,663000,Maruti,Dzire
2020,27344,1,Petrol,HR-87,Manual,Sedan,875000,Maruti,Ciaz
2015,47753,2,Petrol,MH-46,Manual,Hatchback,470000,Hyundai,Elite I20
2014,74493,2,Diesel,MH-04,Manual,Sedan,606000,Honda,City
2019,53263,1,Petrol,HR-72,Manual,Hatchback,480000,Tata,Tiago
2020,70052,1,Diesel,CH-01,Automatic,SUV,1091000,Kia,Sonet
2021,16502,1,Petrol,KA-14,Manual,Hatchback,520000,Hyundai,New Santro
2018,82558,1,Petrol,RJ-45,Manual,Hatchback,520000,Maruti,Celerio X
2017,84866,1,Diesel,RJ-14,Manual,Sedan,656000,Maruti,Ciaz
2014,76461,3,CNG,MH-46,Manual,Hatchback,301000,Maruti,Wagon R 1.0
2017,29594,1,Petrol,TN-06,Automatic,Hatchback,524000,Tata,Tiago
2016,67621,1,Petrol,KA-03,Manual,SUV,878000,Hyundai,Creta
2021,54526,1,Petrol,BR-06,Manual,SUV,722000,Nissan,Magnite
2012,48775,2,Petrol,KA-05,Manual,Hatchback,255000,Maruti,Alto 800
2012,61195,2,Petrol,BR-31,Manual,Hatchback,254000,Maruti,Wagon R 1.0
2012,60738,1,Petrol,KA-02,Manual,Hatchback,274000,Hyundai,Santro Xing
2017,30774,2,Petrol,KA-05,Manual,Hatchback,302000,Datsun,Go
2018,48978,1,Petrol,UP-32,Manual,Sedan,807000,Honda,City
2016,67437,2,Petrol,WB-02,Automatic,SUV,729000,Hyundai,Creta
2016,45675,1,Petrol,WB-26,Manual,Hatchback,326000,Maruti,Wagon R 1.0
2014,21670,1,Petrol,DL-1C,Manual,Hatchback,237350,Maruti,Alto K10
2019,27792,1,CNG,DL-8C,Manual,Hatchback,604000,Hyundai,New Santro
2010,86967,1,Petrol,DL-3C,Manual,Hatchback,156000,Maruti,Wagon R 1.0
2017,19454,1,Petrol,MH-04,Automatic,Sedan,1005000,Volkswagen,Ameo
2011,82055,1,Petrol,MH-12,Manual,Hatchback,299000,Hyundai,I10
2016,16528,2,Petrol,MH-12,Manual,Hatchback,378000,Renault,Kwid
2017,27436,1,Petrol,TN-07,Manual,Hatchback,606000,Maruti,Baleno
2014,52685,1,CNG,MH-46,Manual,Hatchback,346000,Maruti,Wagon R 1.0
2021,19142,1,Petrol,TN-85,Automatic,Hatchback,926000,Renault,Kiger
2015,58313,1,Diesel,MH-47,Manual,SUV,878000,Hyundai,Creta
2018,63528,1,Petrol,TS-08,Automatic,Hatchback,495000,Maruti,Celerio X
2012,48005,1,Petrol,UP-14,Manual,Hatchback,313000,Maruti,Swift
2016,73344,3,Petrol,TS-02,Manual,Hatchback,298000,Maruti,Alto K10
2017,70602,1,Petrol,KA-02,Automatic,Hatchback,707000,Honda,Jazz
2017,105133,1,Diesel,TS-07,Manual,Hatchback,593000,Maruti,Swift
2017,52520,2,Petrol,KA-04,Automatic,Hatchback,385000,Renault,Kwid
2014,48407,1,Petrol,TN-43,Manual,Hatchback,293000,Hyundai,Eon
2017,23991,1,Petrol,MH-04,Manual,Hatchback,463000,Maruti,Celerio X
2018,16568,1,Petrol,HR-29,Automatic,Sedan,615000,Maruti,Dzire
2018,71658,1,Petrol,DL-8C,Automatic,SUV,986000,Hyundai,Creta
2022,3742,1,Petrol,UP-78,Manual,Hatchback,605000,Maruti,Celerio
2015,75360,1,Petrol,MH-49,Manual,Sedan,401000,Hyundai,Xcent
2016,46894,3,Petrol,KA-01,Manual,Hatchback,488000,Hyundai,Grand I10
2018,23405,1,Petrol,TS-15,Manual,Hatchback,483000,Maruti,Celerio
2015,69690,1,Petrol,DL-12,Automatic,Sedan,932000,Maruti,Swift Dzire
2018,55483,1,Petrol,DL-1C,Manual,Hatchback,495000,Maruti,Swift
2021,17189,1,CNG,DL-3C,Manual,Hatchback,599000,Maruti,New Wagon-R
2013,92389,2,Diesel,AP-22,Manual,Hatchback,401000,Maruti,Swift
2017,35740,1,Petrol,MH-12,Manual,Hatchback,526000,Hyundai,Grand I10
2019,26274,1,Petrol,TN-07,Manual,Hatchback,526000,Nissan,Micra Active
2022,11850,1,Petrol,PB-27,Manual,SUV,718000,Nissan,Magnite
2018,70689,1,Petrol,KL-40,Automatic,Hatchback,495000,Maruti,Celerio
2021,36798,1,Petrol,HR-87,Manual,Hatchback,674000,Maruti,Baleno
2011,25928,1,Petrol,KA-05,Manual,Hatchback,248000,Maruti,Alto K10
2020,82366,1,CNG,GJ-05,Manual,Hatchback,452000,Maruti,S Presso
2016,50947,1,Petrol,DL-3C,Manual,SUV,792000,Hyundai,Creta
2011,108793,2,Petrol,Unknown,Manual,Hatchback,267000,Hyundai,I10
2015,96295,2,CNG,DL-6C,Automatic,Hatchback,332000,Maruti,Celerio
2018,42849,1,Petrol,RJ-45,Manual,Hatchback,554000,Hyundai,Elite I20
2016,10724,1,Petrol,MH-01,Manual,Hatchback,253000,Datsun,Redi Go
2018,44386,1,Petrol,TN-45,Manual,Hatchback,429000,Datsun,Go Plus
2020,25179,2,Petrol,KA-02,Manual,SUV,619000,Renault,Triber
2019,95338,1,Diesel,UP-14,Manual,Lux SUV,885000,Mahindra,Xuv500
2017,85831,1,Petrol,KL-22,Manual,Hatchback,279000,Renault,Kwid
2014,94591,1,Diesel,GJ-05,Manual,Sedan,480000,Honda,Amaze
2010,91626,1,Petrol,KL-01,Manual,Hatchback,163000,Maruti,Zen Estilo
2021,22928,1,Diesel,MH-04,Manual,SUV,1776000,Hyundai,Alcazar
2018,47140,2,Petrol,MH-01,Automatic,Sedan,621000,Toyota,Yaris
2018,78994,1,Petrol,DL-9C,Manual,Sedan,529000,Hyundai,Verna
2015,66694,1,Petrol,DL-1C,Manual,Sedan,445000,Maruti,Swift Dzire
2021,19706,2,Petrol,RJ-18,Manual,Hatchback,786000,Renault,Kiger
2019,23797,2,Diesel,DL-1C,Manual,SUV,827000,Hyundai,Venue
2016,110103,1,Diesel,KA-05,Manual,Sedan,650000,Maruti,Ciaz
2018,120607,1,Petrol,Unknown,Manual,Hatchback,559000,Hyundai,I20 Active
2019,10175,1,Petrol,WB-10,Manual,SUV,614000,Renault,Triber
2017,45915,1,Petrol,MH-12,Manual,Sedan,874000,Honda,City
2018,55847,1,Petrol,HR-20,Manual,Hatchback,457000,Maruti,Celerio
2016,47045,1,Petrol,TN-20,Manual,Hatchback,648000,Hyundai,Elite I20
2015,58583,1,Petrol,TS-07,Manual,Hatchback,504000,Hyundai,Elite I20
2017,37701,1,Petrol,DL-1C,Manual,Hatchback,512000,Hyundai,Elite I20
2018,95329,1,Petrol,RJ-45,Manual,Sedan,843000,Hyundai,Verna
2013,153870,3,Diesel,CH-01,Automatic,Lux Sedan,1005000,Bmw,3 Series
2014,57000,1,Petrol,BR-01,Manual,Sedan,340000,Hyundai,Xcent
2015,71877,2,Petrol,KA-25,Manual,SUV,708000,Maruti,Ertiga
2019,39839,1,Petrol,PB-10,Automatic,Hatchback,861000,Hyundai,Elite I20
2010,115008,1,Petrol,Unknown,Manual,Hatchback,212000,Maruti,Swift
2018,43119,2,Petrol,UP-16,Automatic,Sedan,825000,Volkswagen,Vento
2019,58973,1,Petrol,BR-01,Manual,Sedan,334000,Hyundai,Xcent
2018,61326,1,Petrol,DL-2C,Automatic,Hatchback,616000,Maruti,Swift
2020,11274,2,Petrol,UP-32,Manual,Hatchback,397750,Maruti,S Presso
2017,74006,1,Petrol,WB-02,Manual,Hatchback,413000,Maruti,Baleno
2021,15869,1,Petrol,MH-40,Automatic,Hatchback,539000,Hyundai,New Santro
2018,39525,2,Petrol,HR-13,Manual,Hatchback,453000,Hyundai,Grand I10
2022,6624,1,Petrol,DL-12,Manual,Hatchback,509000,Renault,Kwid
2020,21801,1,Petrol,TN-40,Automatic,SUV,752000,Renault,Triber
2013,13626,2,CNG,MH-04,Manual,Hatchback,280000,Maruti,Alto 800
2015,77569,1,Petrol,KA-41,Manual,Hatchback,393000,Hyundai,I10
2020,53587,2,CNG,MH-05,Manual,Hatchback,451000,Maruti,S Presso
2018,49578,1,Petrol,KA-41,Automatic,Hatchback,711000,Maruti,Swift
2021,41428,1,Petrol,KA-02,Automatic,Sedan,834000,Hyundai,Aura
2010,72199,2,Petrol,DL-2C,Manual,Hatchback,160000,Maruti,Ritz
2019,89221,1,CNG,DL-11,Manual,Hatchback,341000,Maruti,S Presso
2017,96391,1,Diesel,TS-07,Manual,Hatchback,601000,Maruti,Swift
2017,30623,1,Petrol,TN-02,Automatic,Hatchback,494000,Maruti,Celerio
2017,93767,2,Diesel,MH-27,Manual,SUV,617000,Honda,Wr-V
2017,66609,1,Petrol,HR-26,Manual,Hatchback,549000,Maruti,Baleno
2021,9087,1,Petrol,GJ-01,Automatic,SUV,1585000,Mahindra,Thar
2019,84035,1,Petrol,DL-12,Manual,SUV,722000,Ford,Ecosport
2014,62031,1,Petrol,HR-26,Manual,Hatchback,298000,Maruti,Ritz
2019,45245,1,Petrol,HR-51,Automatic,Sedan,685000,Honda,Amaze
2015,28744,2,Petrol,MP-09,Manual,Hatchback,382000,Hyundai,Grand I10
2012,76739,2,CNG,GJ-26,Manual,Sedan,535000,Honda,City
2014,93416,1,Petrol,DL-1C,Manual,Sedan,342000,Honda,Amaze
2014,54827,2,Petrol,MH-12,Manual,Hatchback,342000,Hyundai,I10
2021,19693,1,CNG,UP-16,Manual,Hatchback,649000,Hyundai,Grand I10 Nios
2015,42000,2,Petrol,WB-06,Manual,Hatchback,393000,Hyundai,Elite I20
2011,78858,1,Petrol,DL-8C,Manual,Hatchback,219000,Maruti,Swift
2013,94581,2,Petrol,TN-04,Manual,Hatchback,355000,Maruti,Wagon R 1.0
2022,25222,1,Petrol,TN-14,Manual,Sedan,848000,Honda,Amaze
2018,61960,2,Petrol,MH-08,Manual,Sedan,469000,Maruti,Ciaz
2011,71957,1,Petrol,MH-05,Manual,Hatchback,249000,Maruti,Wagon R 1.0
2019,39413,1,Petrol,GJ-38,Automatic,SUV,932000,Hyundai,Venue
2016,24731,1,Petrol,MH-14,Automatic,Sedan,647000,Maruti,Ciaz
2018,46509,1,Petrol,KA-03,Automatic,Hatchback,676000,Maruti,Swift
2017,52539,1,Petrol,MH-02,Automatic,Hatchback,516000,Hyundai,Grand I10
2016,43803,1,Petrol,MH-12,Automatic,Sedan,873000,Honda,Amaze
2011,42508,1,Petrol,MH-12,Manual,Sedan,555000,Toyota,Etios
2014,73889,1,Petrol,TS-07,Manual,Hatchback,471000,Maruti,Swift
2020,40687,1,Petrol,TS-02,Manual,SUV,990000,Maruti,S Cross
2013,84171,2,Petrol,AP-09,Manual,Hatchback,241000,Hyundai,Eon
2018,54937,2,Diesel,WB-02,Manual,SUV,668000,Ford,Ecosport
2016,80664,1,Petrol,UP-78,Manual,Hatchback,379000,Maruti,Swift
2016,72918,1,Diesel,RJ-14,Automatic,Sedan,741000,Honda,Amaze
2017,48612,1,Diesel,MH-04,Manual,Sedan,1409000,Hyundai,Verna
2017,59541,1,Petrol,MH-02,Automatic,Hatchback,588000,Honda,Jazz
2019,53439,1,Diesel,DL-4C,Manual,SUV,608000,Honda,Wr-V
2016,58454,2,Diesel,WB-02,Manual,Sedan,386000,Hyundai,Verna
2019,57265,1,Petrol,KA-19,Manual,Hatchback,643000,Maruti,Swift
2016,51975,1,Petrol,HR-29,Manual,Sedan,464000,Honda,Amaze
2019,33340,1,Petrol,HR-36,Automatic,SUV,887000,Maruti,Ertiga
2014,40940,2,Petrol,MH-16,Manual,Hatchback,438000,Hyundai,Grand I10
